2 1.8975 -0.3889739999999998
3 2.5525 -0.2939709999999999
4 3.1 -0.13960349999999994
5 3.4825 -0.15326499999999998
6 3.8675 -0.009695500000000003
7 4.0775 0.03241249999999999
8 4.3125 0.1187185
9 4.58 0.1389725000000001
10 4.7275 0.14404249999999996
11 4.9625 0.19403950000000003
13 5.3125 0.2346575
15 5.5825 0.2539295000000001
17 5.6675 0.34704899999999983
19 5.97 0.31321250000000006
21 5.99 0.3793705
23 6.135 0.4384975000000004
25 6.505 0.4135384999999998
27 6.5425 0.4301620000000001
29 6.475 0.4676449999999999
31 6.9375 0.4727634999999998
33 6.8825 0.5262634999999997
35 6.8975 0.5287374999999997
37 7.0925 0.4987994999999998
39 7.23 0.5388284999999995
41 7.1825 0.561006
43 7.0175 0.5786569999999996
