1 3.6809658666582674 -3.6487509578947384 -15.922916
3 3.662276569864567 -3.6339288842105257 -14.434672
9 3.690319301099213 -3.6695050315789475 -11.600032000000006
27 3.6409261344062998 -3.6300519315789472 -7.773330000000003
81 3.6105474326236218 -3.6065374631578972 -5.134563999999999
244 3.610336757395275 -3.609689157894735 -3.8566639999999994
735 3.5981083278876627 -3.598501889473687 -3.4487859999999984
2210 3.5915923008052517 -3.593624636842106 -2.8195340000000004
6640 3.6032055221228347 -3.6077146736842103 -1.889952
19952 3.6174726080850395 -3.623486173684211 -1.3325500000000003
