1 0.3550297373376559 -0.35338128250000006 -1.0452189999999996
2 0.36924044669501244 -0.3674778849999999 -1.0757379999999999
6 0.35373542542793024 -0.3522843250000001 -0.9355579999999999
14 0.34841279905411454 -0.3472339325000002 -0.820755
36 0.3696066275999999 -0.36862376249999995 -0.7635430000000005
90 0.3784706931900251 -0.3778016800000001 -0.6471039999999998
221 0.3437896581351621 -0.34349916250000007 -0.483695
544 0.36127363989551137 -0.36108250000000014 -0.4389239999999998
1340 0.3438084655750624 -0.34374962000000003 -0.36840799999999985
3297 0.3525464438369078 -0.3526048275 -0.33086499999999985
8111 0.3537047451029926 -0.35376538249999995 -0.330723
19952 0.29070902329092263 -0.29082908849999994 -0.2430398
44668 0.3437337504917307 -0.34369294149999985 -0.36058500000000004
100000 0.28524231705237413 -0.2852131955 -0.2994562
