1 4.0346839745293535 -4.011537110000003 -8.664070000000002
2 4.030204500262189 -4.010047275 -8.061661
5 4.002220583632336 -3.986690489999999 -7.1082500000000035
11 4.001635581520896 -3.9927165099999997 -5.785461999999999
27 3.9540539492164184 -3.9526656299999985 -4.2317300000000015
61 3.963851111909952 -3.967168604999999 -3.300367000000002
141 3.9259499149975112 -3.9311622800000015 -2.883488
322 3.987478551451742 -3.9936106749999993 -2.7610649999999985
735 3.950567743938805 -3.957280160000002 -2.608096000000001
1678 3.9215706743218925 -3.9276587899999993 -2.703958
3831 3.9057867094970153 -3.9115717400000007 -2.7487920000000003
8743 3.9601949457019914 -3.9635621199999997 -3.286771999999998
19952 3.9949634160975127 -3.9954995099999993 -3.887758
