1 0.6641065879304243 -0.6636585099999998 -0.9774019999999995
2 0.666015687176434 -0.6655466874999999 -0.972397
6 0.6639833738623443 -0.6635944762499997 -0.9552155000000004
14 0.6670031166431422 -0.6667133987500002 -0.9463704999999999
36 0.6655884303017454 -0.6652268799999999 -0.926074
90 0.6624455930369078 -0.6621831450000002 -0.8878039999999998
221 0.6634771362703245 -0.6634593762500002 -0.8139275000000002
544 0.6608357422764337 -0.6609776237499997 -0.7649225000000003
1340 0.6621160964320448 -0.6624100350000005 -0.6903360000000001
3297 0.6613492896152118 -0.6617721787499999 -0.6300764999999997
8111 0.6634102667647132 -0.6638750949999997 -0.6086199999999999
19952 0.663896262235287 -0.664322155 -0.6284260000000002
