1 3.8571485380725683 -3.839658452500002 -10.853226999999999
2 3.88518452467581 -3.8692165824999996 -10.272410999999998
6 3.881880686795011 -3.87013424 -8.580508000000002
14 3.8017466175967574 -3.7942916225000003 -6.783783
36 3.8724614180366586 -3.869666197500001 -4.990601
90 3.7832313926112215 -3.78311278 -3.830723999999999
221 3.7858347314715712 -3.7874588549999997 -3.136225999999999
544 3.8188425237443884 -3.821092677499999 -2.918825
1340 3.816915550072321 -3.8198269200000006 -2.652404
3297 3.8132331430369066 -3.8163978125000004 -2.547403000000001
8111 3.820897769146384 -3.8234108449999997 -2.815714000000001
19952 3.7886764809117204 -3.7898243274999994 -3.329576999999999
