1 0.40138591819253727 -0.3962997600000001 -1.440824
2 0.42150426706666655 -0.41608588500000027 -1.5071989999999993
5 0.3750243128696516 -0.3707216400000001 -1.2983840000000006
11 0.4259330347149255 -0.4211314799999999 -1.3872119999999992
27 0.36935338444278637 -0.3665611299999996 -1.0318539999999998
61 0.4270958522009949 -0.4245727000000001 -0.9340679999999999
141 0.35333529555223886 -0.3522131800000002 -0.5805720000000002
322 0.35258305568308457 -0.35199518500000004 -0.47237099999999993
735 0.3949082960029851 -0.39490028499999996 -0.39809900000000015
1678 0.365792435262189 -0.3660719549999999 -0.31201699999999993
3831 0.3340713442139305 -0.33435691500000003 -0.27828899999999995
8743 0.336586832418408 -0.336639845 -0.327907
19952 0.3492188394975125 -0.3493572650000001 -0.33888300000000014
