2 -1.8987005694227768 -0.013337500000000009
86 -1.6780988783151327 -0.014209848837209306
172 -1.451237868954758 -0.015141848837209301
256 -1.206586903276131 -0.01689558984375
342 -0.9540512184087366 -0.021679336257309934
428 -0.7176729875195007 -0.0334553808411215
512 -0.540195875195008 -0.057013375000000005
598 -0.4054692433697349 -0.08460665384615386
682 -0.3186190998439938 -0.11783098093841637
768 -0.2588466614664587 -0.14069209635416663
854 -0.19489517940717627 -0.16900321077283376
938 -0.14117580187207485 -0.1971263656716417
1024 -0.09402270046801876 -0.21366215332031252
1110 -0.045969282371294856 -0.23540844144144135
1194 0.006083335413416533 -0.26064031993299835
1280 0.042686180967238696 -0.27628058906249986
1364 0.07402683307332297 -0.28460544868035187
1450 0.12051861310452422 -0.30283843793103454
1536 0.16327174414976603 -0.3223638281250002
1620 0.19231389391575657 -0.32767834444444455
1706 0.23693153354134158 -0.34971301113716285
1792 0.27144158034321375 -0.35562012109375
1876 0.3105725709828392 -0.3709678710021321
1962 0.33040674882995313 -0.37020998674821604
2046 0.3898290124804992 -0.400889627077224
2132 0.4151365444617785 -0.40326364962476563
2218 0.44881245085803423 -0.4123689670874661
2302 0.4692006333853355 -0.40963143788010425
