1.00390625 0.24732156420233464 -0.666115111328125
1.26953125 0.18714977846153846 -0.5803066074218751
1.53515625 0.1212006768447837 -0.4895250566406249
1.80078125 0.04562875921908891 -0.4113617675781252
2.06640625 -0.028220442344045367 -0.33100836132812506
2.33203125 -0.10644077051926298 -0.26579809765625
2.59765625 -0.19468588571428572 -0.2043182636718749
2.86328125 -0.3316867694406549 -0.13365792773437504
3.13671875 -0.5100932677459524 -0.08001497851562503
3.40234375 -0.7486945510907003 -0.044787521484374995
3.66796875 -1.1116293951011713 -0.028172732421875
3.93359375 -1.4219868997020857 -0.024061828125000004
4.19921875 -1.6863255162790691 -0.022751279296874993
4.46484375 -1.9807880559930013 -0.020807449218750006
4.73046875 -2.2340771676300575 -0.020039201171875
5.00390625 -2.476369623731459 -0.019217539062499994
