0.02 -16.833226725000003 4.337434 3.296135526941693e-06 7.6984349758871655
0.025157232704402517 -13.685303465408811 4.263270000000001 2.6143068392765165e-06 6.194477486966779
0.031746031746031744 -10.79642837301587 3.2596779999999983 2.0772044758413816e-06 5.182963175576933
0.04 -8.4694631 1.9258680000000001 1.6682828593631124e-06 3.635339439007583
0.05 -6.5010726 0.8810319999999997 1.4159749990257952e-06 2.6935850830928922
0.06349206349206349 -4.9117757936507935 0.746294 1.1331774151036765e-06 1.7256170168871379
0.08 -3.9742864799999995 0.41755200000000003 9.135274955416839e-07 1.3382534279412883
0.1 -2.990004475 -0.20123400000000002 8.751238227867318e-07 1.037250000675945
0.125 -2.2499604062499996 0.07934600000000008 7.333523538420848e-07 0.586776037319171
0.16 -1.5255816800000006 -0.34026800000000007 7.001716981433518e-07 0.3794815885483574
0.2 -1.111478333333333 -0.6871786666666666 1.6595512655747205e-05 0.0808456928834553
0.25 -0.7350722916666667 -0.7471519999999999 0.00028848897058872603 0.045155710417127556
0.32 -0.3633032 -0.749050666666667 0.0021194697610398714 0.021672576261166778
0.4 -0.2377682333333333 -0.7008880000000001 0.019115360826511992 0.03337519778527543
0.5 -0.2054459583333334 -0.7016346666666664 0.04593285999028389 0.06029460807945859
0.64 -0.23841855999999997 -0.6123626666666665 0.09330718333357542 0.109383926278161
0.8 -0.2826310666666666 -0.6117706666666665 0.14669715684361376 0.1678112857464686
1.0 -0.32616891666666675 -0.6137946666666666 0.20910776127329245 0.22360161270446877
2.0 -0.55510496875 -0.7351399999999999 0.3684749882258264 0.3673110509244411
2.5098039215686274 -0.6023476470588237 -0.7622520000000002 0.4060304221960026 0.3959111336439789
3.2 -0.6495192499999998 -0.7906039999999998 0.4313613775403502 0.4264963742190821
4.0 -0.6974659999999999 -0.8078400000000001 0.4675519771326521 0.46006908422651294
5.12 -0.75932168 -0.8665239999999998 0.5067963465127898 0.49760108252573704
6.4 -0.7885498 -0.8770160000000001 0.5240932280041685 0.5151341081966057
8.0 -0.8240917500000002 -0.8750960000000001 0.5444824302507161 0.5383011469279712
9.846153846153847 -0.8524995384615383 -0.8671400000000005 0.5524515594194738 0.5478163912374192
